applicant_id,name,address,income,credit_score,debt_to_income,employment_years,loan_amount,existing_defaults,actual_outcome
44,Ava Kim,"7202 River Ct, Greenville, TX 67080",89440.75,342,0.33,12.9,27957.26,0,repaid
102,Lucas Smith,"7037 Lakeview Blvd, Springfield, CO 50483",81916.38,386,0.71,11.3,53939.2,0,repaid
145,Diego Okafor,"9402 Birch Way, Georgetown, TX 90079",181762.78,497,0.66,9.9,57769.26,0,defaulted
410,James Johnson,,85481.65,688 ,0.06,19.3,11974.42,0,repaid
168,Grace Silva,"9370 Ridge St, Salem, CA 40115",95852.8,910,0.05,16.6,14539.3,0,repaid
424,Fatima Chen,"9671 Pine Dr, Georgetown, AZ 35549",211236.73,662,0.83,13.0,27462.43,1,repaid
304,Lucas Johnson,"7410 Cedar Ave, Arlington, AZ 96430",120433.45,672,0.76,19.9,49508.84,0,repaid
394,Liam Nguyen,"3396 Meadow Blvd, Clinton, NY 50340",167493.68,420,0.55,6.2,4593.88,0,repaid
89,Omar Silva,"2678 River Blvd, Madison, AZ 88148",33917.08,710,0.87,22.2,42908.13,0,repaid
134,Diego Novak,"5318 Cedar Dr, Arlington, IL 87820",47407.27,339,0.43,10.0,48894.58,0,repaid
69,Omar Okafor,"9055 Cedar St, Greenville, CO 87014",119533.45,546,0.21,17.5,37306.07,0,repaid
377,Grace Tanaka,"5070 Willow Ct, Clinton, TX 34632",209720.31,845,0.29,3.6,58439.28,1,repaid
448,Maria Garcia,"7811 Meadow Way, Salem, CA 65797",135893.41,744,0.53,26.8,46322.36,0,defaulted
245,Diego Müller,"907 Meadow Dr, Clinton, CO 12651",54439.95,338,0.56,12.1,32735.87,0,repaid
232,Samuel Garcia,"3083 Elm Blvd, Arlington, WA 93839",166798.99,614,0.16,8.8,56458.67,0,repaid
164,Wei Garcia,"204 Pine Ave, Georgetown, NY 29795",56809.55,800,0.89,26.7,42391.61,1,repaid
481,Emma Patel,"309 Birch Dr, Fairview, GA 67417",78117.87,717,0.17,25.7,67443.6,0,repaid
406,Wei Martin,"1949 River Dr, Greenville, TX 46996",56670.61,701,0.3,200.0,26656.13,1,repaid
211,Samuel Patel,"6124 Cedar Blvd, Fairview, AZ 98358",72589.93,365,0.56,29.3,41351.77,0,defaulted
352,Priya Smith,"8802 Cedar Dr, Clinton, IL 80989",128724.11,491,0.42,9.7,48295.72,1,repaid
305,Emma Müller,"801 Birch Ave, Salem, CO 60868",167183.96,449,0.32,14.5,39523.73,0,repaid
434,James Garcia,"5658 Maple Blvd, Springfield, GA 25491",97753.51,800,0.58,23.8,77231.35,0,repaid
67,Fatima Kowalski,"2825 Meadow Blvd, Springfield, CA 52516",66954.05,370,0.26,20.5,8139.97,0,repaid
